Traction,Swing
266486.7697771152,507002.0943661472
266830.2056314401,517741.73855064303
269499.8199486026,544120.1076110837
288282.26902061224,487842.5401440815
272541.07299253566,543825.1801417578
290825.2328501129,577878.9635815561
278946.25336388405,613399.274570466
303047.21754683455,521459.0045988795
259837.52543501148,622778.5155995052
296099.122149342,537885.4398517482
267272.2015461865,517186.7934636671
269133.37989543175,519381.07590120676
275430.2303047269,524027.5105245776
279288.81111099944,585650.4069381626
309646.5492209227,499448.13184528035
273592.2530283387,589824.5483798466
321469.72424116824,477298.20176484453
271942.02976375824,583242.1005136017
313408.84777224937,474413.7227181655
266801.356327136,557816.0189044274
302383.85123795853,452040.5772265559
261268.5678625462,519324.4287047762
276437.3157098488,540411.1910371073
274546.02324171836,575162.52131982
304296.47923310543,469682.18029897823
264178.96056025056,578505.4105959476
314916.15502910316,449197.1331120531
261083.10700446027,554250.1132626375
292821.4013306358,458634.60114271333
255540.58702939548,538636.5673756987
287780.8362896376,454179.53834610543
254972.9930172528,503616.6003250501
270451.0099522366,504400.5107837482
275353.1048679998,534873.4201424739
281781.0755486012,595632.2450573718
311052.9890699239,525340.9900163877
276496.3462780296,586444.9749764026
313338.8929463054,447530.4447529789
276221.62062600075,530677.9795806996
280591.00782940397,578696.4260070273
300127.2975486425,470521.5736174803
275499.83731242095,552739.0303360352
313952.13935856044,477647.03783433785
268072.5214193745,569601.3307676144
292048.1035421752,487951.10442564276
269596.2322684294,496668.4734477885
271540.77573008154,539813.6238535863
266872.84154869296,585518.7562606256
292260.1399784142,493919.4317062702
260240.75811085713,583066.5127788011
312707.10331166355,462379.29467698914
267934.8373863523,514525.50708502094
284700.00429434126,454756.48017043003
260618.3136702279,555352.6402164816
289231.80254976405,511847.955466384
268927.0667094561,496600.7576260787
258629.83911944277,564235.4436211345
299708.57995454135,444213.09358887264
265116.2763620395,555033.8858664146
316957.7502511086,396897.4721610986
257144.03524262298,531194.3528440541
301774.62032334524,391453.3803504772
259222.21827746296,498193.2371274506
267201.75114964007,522981.4618647598
265598.71812497085,532211.8832684599
281568.5843540431,469944.6855009485
263297.77174887655,550516.6480512449
287644.66778016725,499142.22256749007
260936.79525866182,527146.4854931022
294725.91688288056,419273.33783499536
266286.865482989,540164.5776855715
292428.7360388098,470188.2202806704
274007.60056905786,464962.70147174405
267125.36937571346,541089.009644901
305539.8855891454,421240.9763525112
267668.0146440077,487079.11631674087
284135.89936280827,509165.8618069439
270716.44161309215,586006.9147027272
291640.34022648924,481301.57290952624
265013.144362861,518377.25311880815
269457.9883905252,592197.8530621977
306687.22690395353,445515.4651067639
263290.5256967536,530965.3385948011
302791.80922146677,426644.8264065269
260135.23050089707,539655.8154379452
307523.3235488752,440836.19750723336
263945.2729927657,514847.34982275125
281231.4498097959,509972.0650513492
270090.31826527265,578297.8718837299
302848.10115089867,469878.8569717539
266135.68183515064,520249.8111649608
274525.95110240753,548879.7420173158
275583.1875002467,612922.8694692047
315087.8876402438,504429.17580906505
266449.19686522364,578929.1257483076
306916.3674002211,456666.85366839234
269433.872034332,601742.2293617909
333328.2058404511,422598.40402658185
261181.08931540145,578447.9877558283
321824.1723721304,414367.53790224215
268505.36607106565,520095.2591872837
281125.0826406126,555850.1619452279
277902.6056754233,590968.822332892
297576.9597826041,498710.4450877537
264673.6877251382,553520.3171739775
289704.95445167995,477366.40601439716
267980.1202480434,513492.4991294083
268204.2846099326,573830.2014344705
303092.5234762345,449442.7788963258
265085.6492814304,538850.4483900564
311297.92254719324,440803.26135682216
263235.27173188305,547807.7228162624
313486.3646694727,426507.18985732406
265225.0987885976,560215.8638956167
295343.1507235855,446240.3938280426
260541.12871613188,463420.8752910912
260092.00195300838,530086.526441467
291462.1620087196,428159.1685160841
261695.06243947995,509322.5733960967
268228.2820251279,540732.7616262498
292075.64495373785,435698.7653613578
263701.8564926063,516886.8712756285
285517.49839234387,519654.3774603067
267464.77804218815,603524.3487639758
313672.48210494063,469227.6925771727
277741.78947645565,491571.562757964
276246.3579185561,507408.08655591053
277170.0460055089,532092.4587585321
268473.00277783,584247.7719502833
306343.17857470585,463365.2407547935
268202.28933327156,554317.9447967095
302672.29874057806,465247.2538049496
263404.70456027496,574767.3709598326
311121.47716141917,418466.063644183
266339.62725516077,520263.49924621405
285781.306537827,516743.2490049476
269422.3878000707,578126.201976204
299549.4322205681,477671.3447428442
262316.78569592844,539926.7013769884
304871.3784641118,487344.9196592759
258540.0925951571,605756.5162052811
312165.67074390786,418403.64057780226
270223.7076917746,491708.999816276
285484.5678569063,457605.91309780977
259925.43140624865,525300.4103770108
299683.55211978895,438894.65485028084
262139.84089659748,528303.392353985
292229.7026026563,426260.2945572465
267335.976803323,464584.2767209801
270209.79805583827,496538.6389177419
268712.02112391737,552406.7581355314
296160.04940066993,460235.0138109406
268200.06675253465,529930.0850196362
280182.31254277873,574932.1060464013
301568.16712340177,458166.60649384937
272484.60442741704,543456.4247323927
274482.84450946416,566972.8320588137
290031.13089074095,458882.73696879856
264523.3611018089,554455.6653775331
306093.89310552005,459700.4422282452
261725.11772973926,560021.0632199843
298476.42917544075,420806.8725668209
258886.75844241236,527872.3198206607
290716.2065491961,463274.0610592408
261772.4233988926,469741.1929660155
265996.40375947056,488076.2954745451
270527.30573214084,581823.8099060721
314404.1804168291,428599.64622894075
264643.16535535344,536288.659957561
296049.73330268916,478626.70604686515
268475.9217581581,493232.0547300006
268868.5800057019,509599.21073104965
259733.10976257198,562679.4524968752
286337.25212219375,491365.0055273266
253733.74834596427,556237.941181172
293861.3804414165,409864.6693574592
262944.1744573805,493107.8100658734
271438.6909350981,556844.7732603218
290297.30983930564,443293.9755512966
268346.0470682368,502356.8171057697
270247.01952765504,551409.8727510507
294714.3081516421,460126.4872285984
261180.74927988104,561423.209610777
294393.272272643,440129.8273038097
265509.784749899,475311.4395246614
270556.2331011446,544542.8915171705
295301.9151418193,466002.13384932315
257881.86153984495,520876.08653602155
292857.2253335763,406907.77271544916
264435.27380091505,521221.8251599329
270738.38922469283,567697.1988332041
281919.36606539675,462112.2129809707
260543.32431171066,505781.9020695032
268874.5219212597,527540.4471761303
270552.3216096385,546847.3985792756
287177.1165428357,514167.6512834566
262954.0782521523,548157.909451112
287451.32344620244,451402.14754093013
262432.679419062,547646.7160512396
298682.0272606986,444322.1044940108
256814.30646177297,535935.4161212789
290892.34927334456,460103.04530451994
251403.59408065438,513015.64370721736
285208.75029898435,413401.90760930814
270804.5628601825,472031.49834473885
278990.7128054608,532821.9169893323
273855.22942577733,556526.8802883602
302398.4443868836,413759.03843501565
261074.63852386424,552914.3433116631
320600.58490892604,383749.815228901
259699.027363242,545277.3699436443
307496.61557886365,402182.2038665025
260381.1361165425,479236.88358160073
276518.2649089142,495489.364733269
266000.6387556866,558956.1461865862
296121.4373385998,457162.65107833216
262611.761752689,548847.9830405373
308639.67581244314,429491.95104062563
255487.24328765954,513935.8937475931
303179.21153615206,412694.05760745704
263176.2806206892,504673.0687917673
280001.2732743848,481808.9788989615
264526.22740111966,552447.2008184429
295007.8587968926,453986.0472711242
262822.1228959103,559751.6896804266
303845.5280253926,464312.06745456293
260478.42991972648,561027.2987230195
307128.38601778,412610.8978848152
259259.63062445412,489868.0397759902
269084.1793913097,527953.7575953528
261149.07624094543,525050.2939411505
285450.75440481777,441714.1688266285
253285.12441831562,572348.1906834639
292465.2413326716,482814.77338410966
268379.12907633407,455615.3208108444
264381.2804137883,477270.2749929518
263437.34712562547,506481.4867408395
258590.89395488362,528118.5429109982
284850.3604096768,429487.88023111486
254922.51844586348,509750.8627801236
266262.30722942075,496631.57962949143
256266.83643088807,545288.7352003588
283137.7503138926,481924.80065567454
265345.6162563049,524542.8287344874
270276.4076100787,589235.3873032433
284959.08866722666,489190.9464405659
253305.65967397336,550095.2712119254
300181.3335413844,471052.33649191586
260161.6201707864,572762.6487033151
308901.12799275864,444212.38617669407
254418.67275829177,565388.781126021
297783.58618224785,456748.3653960609
252510.70349960454,549835.2871693528
285560.27296349546,459938.07546043565
252182.19817687862,510443.2259164208
294057.9205464146,373719.3018861781
242582.08413607717,515736.09637249133
295961.1684244886,369627.3495752227
258782.08990924113,459160.9953418962
270167.2877098589,452741.35953793145
255010.1184348625,494516.7612791025
257695.76152024075,543893.8891591378
284458.08490194846,431999.8848398416
247701.34051605337,530399.7236352881
277018.54203519656,453178.64465238247
252644.37042710785,466919.20704314724
251422.96867621684,523990.16598900757
287551.72340775,411518.1719558168
247240.20024398548,507807.44913877797
289033.39673232136,410100.84585110494
259302.9653086373,457639.3395320795
268011.07857083005,558325.6965875317
290132.1655856091,478331.7009983971
255260.45266413598,462669.8405245144
259100.14688659096,517482.1113995055
261812.37723307696,567141.1287002477
307662.6100658554,450827.9192320613
257999.28478515902,610053.7635654624
301920.9266951395,456293.45406338276
269655.5591949026,426101.5343583431
260544.81820688013,485437.9281189184
271243.03512622113,451387.69429721753
260210.3136554228,526057.1749114918
287377.62569720374,463254.0454264625
262865.6407343945,516186.8171924557
272659.94166787085,536367.1539458776
260175.5548679388,563894.1806764452
287540.1241835687,463303.1869545691
258731.53357877707,549611.2952332902
297603.5617057348,484021.92993601976
269590.35942117067,551504.4204694811
298876.5087980957,464166.04916718125
260618.09800995098,533055.4347453915
280883.46304969484,458726.5242912108
258212.65337598536,494139.35128630034
265760.1825281686,516170.6033458084
261896.90551680807,556536.5018629951
291225.29737088346,462175.93460255134
255797.37400207765,542965.2284526133
295950.8926732592,449927.2793458633
251643.4864252968,537648.0811020002
281767.11683823355,441538.68807139713
252380.6272647009,499613.6958470597
270151.69822839164,502897.6531180033
259408.46051090083,578305.2509269178
296290.2715566796,465132.3450413593
262768.10498300346,507977.3734125175
274672.14405568497,538464.7243698288
265919.68889270816,595989.1166632283
300208.6165364277,488128.14776839165
276163.3137744647,509405.36775485025
263156.39443055034,545678.2188238389
284015.95973628305,425277.1802408096
249688.7257051239,543516.4308997561
305168.2103917219,403439.3164082329
249615.26536447628,506340.00388159265
290001.739483691,406218.36109780666
253971.87115948342,518702.54137034615
298177.62433038634,372429.3425904048
259136.42529299797,453384.8163407806
273987.25515190396,490755.80732575536
260500.77125956977,534400.5085130234
278316.1281920932,438171.20750190853
245999.56329979026,525281.7662987331
293789.57577931473,380796.3964193826
254610.3179005851,465563.77583816485
260824.07601842945,498890.1816830905
267544.50233625673,528177.0786906701
255988.6012446617,594448.8055427055
287930.79438164295,475351.03479925514
260373.24540808573,458545.33218379295
257495.03590052898,509484.67435561854
254806.79922594698,553840.0943970599
279889.42760641285,433979.41987292044
256202.50920045632,501123.9396387993
274994.22868063726,517414.5289780713
259489.2563319855,614365.8526263203
303500.25792315026,513755.0134588381
264264.75551440025,491198.3628574385
259725.3022846477,509509.4468690509
260991.94857111637,544037.7429365562
281203.8111454226,475645.84873020224
259460.42237612474,514078.3169874388
264549.56566314254,538781.7123457708
274790.3588293675,477185.0023110403
256725.00569738942,551793.4159934795
286452.1456981034,500517.33525061153
260250.95929384592,536973.720509669
275849.4266930656,496133.00636792753
261233.1610945498,490154.8643381671
256567.29504508013,542488.9288649334
276521.49826198665,484163.60062705976
266727.8612996431,492499.51358978153
264595.967108041,577435.4269434512
284493.40352437407,490995.4616992114
251841.6070881998,552991.8084874869
279558.5169052055,474726.4127096975
254534.221936963,516672.7699826137
274757.9161972748,516710.03872748115
259007.16417745122,497824.58039352484
251183.66531146152,512749.218857872
276590.8019663079,483498.86855932086
255140.36224140957,566794.2960035374
285885.7965692522,435927.91394001304
241486.50475263447,519470.7112700515
280782.3304315536,387284.4179173731
252743.78177029628,481563.0850491655
254002.6726666382,544503.6426263571
282302.76639294834,409672.8442323347
255412.24665212,490914.9885454846
267664.4051254185,551046.2048137955
290978.4613124277,437139.465817801
253464.49562199638,485546.29932629946
259159.22749083754,539201.753249853
281313.74830690026,447227.7940126108
256087.72044032317,481351.51865329716
266508.16312379425,500310.7024026249
260714.99084853582,535046.7949386758
280269.8922614924,481936.79732653097
257991.75997139607,510387.8261341761
260545.03815878916,568669.3921757353
291926.4954239011,484877.8851216921
264003.5088514477,555540.3509923435
297328.3140534942,448273.7531373877
256481.44964550162,524309.8333203512
287079.2192517356,471742.57556763676
255038.34970931904,528099.351593816
290214.9185247727,429979.6280587463
255403.37912177286,525060.747240008
287455.4927566352,417339.18046311656
253226.23228768035,478361.2348414782
264245.28514768695,482854.46266723034
262223.63335639745,541151.7046088411
288273.7149996836,455769.236634575
248011.87757720004,511734.23311382806
277533.14178320253,409580.61715358536
250329.26877963217,481393.39778592036
256973.65495507605,476493.7748838914
253072.23493084786,564940.0161150874
290051.9003896953,468677.922648713
248814.81604165246,523758.9906711881
275822.35673674365,497265.83554343716
255877.44393810502,517441.8106674029
278710.4464809217,403686.97297698463
255436.47950709544,497560.90578068886
266190.47139844764,543140.1100228465
279479.3540307679,449944.75282323477
246693.10974682975,528257.960154287
291998.29217049194,398937.9289780985
252561.90738910748,499755.93415196537
260872.94130883372,548127.079301171
285100.14280801837,418503.46142758493
247304.0484509697,492841.10709827725
263896.8039520212,498306.684237524
254127.60097784118,555835.2891644977
288877.3269555232,441642.38198715413
249320.06714890347,530122.2193659993
300776.9235007151,428803.2583794356
250765.17101074202,553295.7887448965
292535.9032450086,409973.6928252754
241807.42637177985,498644.8807514068
288086.8194690983,375740.496164102
247101.15464439424,504365.07939195563
304305.32284593687,348855.316158233
243016.83962384448,491879.89868253324
289214.0889057909,363329.947193617
249224.67174785072,507646.63927153475
295132.11682236363,367333.06687267765
243372.05684721837,453879.64984001045
272191.3422513646,421504.8920904476
244123.3858475818,516193.7522938649
282687.9698927592,393686.4298900279
262595.76194706076,485474.75832956686
261011.4543336337,508981.43834234995
265413.0683857842,488325.57509731816
251573.6352600459,568580.4728579657
280428.2126698455,468886.2366142733
260867.10403577067,448811.46046528127
246243.12427568118,498190.5339851003
281012.35278905195,412501.9266873332
246147.36539854694,495661.35835660447
283053.21528111224,390687.46073665825
253425.5484207011,442821.34248729254
263861.9340122502,476466.4717429418
250801.15631247283,551848.2927264014
294783.5197815925,371524.52250015264
245916.26861624286,511407.2443097663
283983.80885532603,453597.97991087765
251698.37891440393,493622.93099471706
254954.33819698723,507056.60152877634
245803.58874939257,556428.1858768059
278661.066992461,413800.06549414847
252623.20401267635,444047.42091894714
272567.6175966811,459534.47691231035
251881.94730838653,557013.0792694945
288088.8253892377,406138.02772764245
240512.13076377884,507650.5070170599
274210.5352949682,418341.8836667312
246382.09084841394,442375.66462727945
251246.86299543307,524384.2031220153
277766.8070918112,437505.5821977324
240729.54671227685,493834.2098262995
280463.84012334666,393433.08078977355
253056.87826256317,476438.18090960063
257982.0507594047,533390.4864906591
269695.7396335112,463464.30851910345
242281.6929996588,497446.93497199385
283755.6691112743,362610.6299402372
242206.939251057,486867.2394654083
277529.5261478955,385753.1774127461
239529.36211259232,480443.5413319191
286438.52980895346,351519.5643484955
241874.26465333664,473075.29727398447
262565.0623294388,432883.3874635044
243546.1343522997,468188.5299225804
253913.10336854061,493487.1156590151
257223.96108039658,502009.7357819778
246708.92371299403,569170.7389243275
290717.8134572767,431306.23588623677
254825.22253679857,500674.0982182839
267196.3743084327,491999.03892552847
247530.96171801013,516372.62881409185
270259.05875936354,429667.43026916374
248698.0788843418,495676.75042981945
255250.31529876988,540656.7672656392
277455.79911078705,453462.7961938639
239403.40436592267,546379.3707099071
280882.34064416226,412591.24806286715
244189.29634594722,474996.0331485138
260773.6902906162,435043.50600156945
242649.65514033334,500747.3887039596
274025.29109150084,414919.17240663193
240684.8403638021,483506.5276412467
279009.7449366245,406676.2107903244
244862.34476502088,505047.3884946836
262072.43926336267,433900.14695230185
241780.06601477313,462866.390072565
249636.4156498217,487874.5458164174
254092.9104054393,476431.3334794275
264938.1670565622,526111.438591459
255042.24030824113,600221.0098114542
295135.5374041987,430475.9295085896
246009.92867385506,510207.8085947094
285766.17091706826,377256.96906427655
246804.16014310817,520852.2830032923
284558.5339703959,400775.39114705997
246942.46851503887,442976.2291357197
256888.71499616624,440793.4093861306
265514.8615600825,500965.4949854171
255439.34840840957,549580.4411283189
275798.5583354039,425203.8618533554
244183.74979867658,526185.0800750422
284600.6059183501,417059.6061722562
245008.585590982,487379.14462619985
264247.8379389984,476450.60083404306
239875.1466877814,569431.2887557696
288447.93424813123,429788.3305295106
242375.1247600184,489286.29540695326
275204.7102524852,359481.9919723207
243863.4022823765,478169.47642346466
246069.59871174663,465417.40077765466
246897.13653851842,455295.5465448072
247569.34066922337,520510.67859992303
277592.3349414115,455279.16444032185
252689.91222827707,475715.5498466853
246647.1736616462,514922.61159173225
270723.19368896855,428813.7251063976
255830.38144008777,495400.9465261162
261232.02177120966,548410.3724987176
271556.5438862259,503223.3827888941
249956.31113563842,522536.92246652144
276935.03041325195,413430.8145556547
239011.301766319,512905.4688276743
269296.43535575486,428808.44685893605
257217.50007296223,462617.61179834604
251019.8063486782,570239.49749321
298888.06168827694,391939.5459621955
245721.91121215632,481695.3417550615
275729.0691539461,382195.35040357325
248985.69338588318,500573.2457019836
294649.3700890628,445158.9598333547
252497.41124911042,515980.41777990246
269351.5964940406,414480.26310920174
256750.16366482645,431323.23260062106
252638.43510745454,535613.0355293897
297982.54581396887,386324.25500512746
241303.64120974025,487370.5265994429
278410.2013285977,373253.43631384417
245646.7190468722,503476.63054643176
287305.83748545276,362089.1231581841
240564.96515587368,473956.41202220315
264486.5542863098,417439.6464367473
236069.10238632635,517185.0191824147
278233.7152902151,416090.11466252257
244342.49436832956,480863.31831074157
256609.86481053988,475866.7366040321
251356.3147116808,508717.09893117705
267081.3475767656,462693.24061010254
243192.64773789895,548677.9905166908
286602.12463656743,423376.57327106
255038.10480513837,453410.53654648084
253304.99116919358,459545.1507900236
245127.9832832491,472015.7233911427
242120.85755947165,523271.9334684243
271559.4164343842,426417.9157265863
239762.86428605032,473531.32199550554
255570.533741763,511598.24080334895
281115.47016586113,431443.9476041615
239338.7504099135,539014.2179625859
288710.25206968776,402514.74340597464
251341.4660752855,492137.47830137314
255726.4153071593,486692.95731967245
231261.01491302034,514419.3670201101
270940.7295459832,381620.3320950981
233444.92369894643,483584.7186868286
273405.16354865464,374094.31010170846
238136.2454266781,437125.89071077516
248941.8609688654,449706.30636314896
242360.98910564493,496812.6882009105
258569.54728253713,408340.9554892754
244171.70738486722,448985.28829538246
256798.96657217914,507074.8089464054
248662.2095871266,554108.1884189252
285610.40580292896,409816.4174197931
237450.58837655338,512644.5344552884
280224.06430808385,428974.7511822692
248414.94605207906,495770.61843586486
258024.91034043182,482658.6099687608
243719.79507054324,568305.8065758854
282834.7620113005,433555.41107721266
246337.0206420831,497121.95326048305
285448.1728806375,390317.71902982926
244628.3770604591,462161.03346400184
262272.5982270105,453497.569825504
243662.99965589217,564726.6955419449
293815.8327912571,401895.20053677814
242754.0162023531,460013.5803803358
261701.97865060397,423665.79945107875
237558.67523917046,492444.1396584581
281799.8894495657,382217.47430879495
239819.9796391303,496550.12057044153
273629.5968148994,412500.00210037956
248183.1745867218,453272.2836024469
243491.16489598432,499890.48486092355
285686.95166820724,384579.20621340437
242684.41993454134,482979.6687001704
265211.11988064623,490606.2510876612
244954.36020580065,556673.0114226834
273453.2527019945,434446.51461171714
248448.9672419678,432384.58173383016
261992.9663958129,424272.525846355
246529.51164149033,498005.7369355981
281831.9723394365,351754.7251458326
238920.04793765157,490916.5456620244
276237.0026846032,383268.0380874556
239019.7958876324,461928.3373594022
256193.1131338652,436761.9581748458
246987.1406286119,491359.459457026
276000.5054697415,470614.0530616623
247633.1999550428,588320.4430398026
286684.2738507372,450626.1975329894
247793.85685853896,465892.35148217576
253662.18889168923,490866.58035067195
238978.55580277866,534632.0845131886
278390.85250430205,397257.1457587914
239561.1102043179,447200.48065960815
255006.6730846054,464994.8228909045
261796.3101503667,449285.17584864376
243825.78854926158,534245.3073147463
305351.4281564673,380919.900965086
249244.50714827687,508902.72867519286
293942.27509177884,397944.74205453123
235036.785201949,524617.2224778332
284139.041279325,377613.44808978133
246095.64948467916,467609.3607577386
258113.0960062697,477297.2323432153
254313.3046826606,513536.78738914145
264380.1236857015,487130.13880933437
235184.9119320649,549540.4470127568
268170.93763497105,437364.4316056438
246161.20691641446,461036.94640802516
253408.85118349298,439666.0055342686
242339.73542491696,512834.5451737421
278961.6438143312,396477.0396058076
240496.03300143935,480218.3145074697
266403.5894995662,469231.4417954046
239437.83458891461,564598.245344363
283198.6798501429,433972.9247715947
261645.6334394128,428569.9202900273
241994.81556729556,499382.33347472275
293653.6742722492,349293.8474814029
237049.62907966494,493003.6814416498
281481.63149902236,353660.5896498482
251892.81555548392,418595.4168693555
244396.91906879694,475644.8556516938
245258.84727327997,483079.49493488704
250431.01632380058,494332.9406914344
246357.86052568626,552620.3301272766
272236.579182239,438214.5399027564
250325.51035747625,435686.3466889916
243948.3472915772,506507.3168849539
267127.2927551764,411099.64433643356
238103.9162550294,492577.83408157947
276469.36780587153,399775.35945248685
238413.24619986914,441446.2216970668
240822.65305710738,459185.07839666284
247100.27133797313,463120.0226284739
235280.94011692787,517504.10747754446
272601.51445400773,425910.013866306
236045.88241673098,524487.1537229854
273656.6173193983,436372.71776059316
236295.69878031051,504643.2387174512
267931.88237430167,412853.40517231956
232970.83736281312,516071.21409737563
273929.02601515694,370374.1360369024
235528.7945800629,457203.7051023051
245815.88096229956,508401.5532971216
267419.9858157145,417254.6852234137
240257.25183358206,493292.24636018835
273852.42165788333,395022.98068830743
253384.54676145507,443982.62520602276
250571.65548715898,473480.9289151446
247634.21470046387,469564.99835419026
243819.19866637955,538480.8072672348
280824.6182228762,421426.8109810003
241604.59600097354,505187.93455332797
287919.62298841664,388363.3295831709
250360.83205639428,517220.7253496963
289046.152402963,395368.89925772016
239163.03978650362,464682.3330374951
250441.1439890675,518166.9609048188
275982.557542461,421484.0313036938
237338.9649226637,530823.9515336079
294500.32942024193,363316.8440720099
237026.4212936289,481920.84575636726
276934.26977346116,324497.93727937725
255898.51716248022,385518.26142659446
242553.88937507136,434229.1403692584
254256.28078510254,407332.6002769041
236284.29441802693,504949.9438310926
281816.59282459697,372722.1669607129
228410.30271461353,510245.64331469533
280354.18359495257,391936.62708769453
233026.40679109606,479498.79476611613
250960.38710147672,414432.91219885455
247305.24885374543,392663.0903799504
231707.77824686107,455330.98136845976
247858.35192793878,457133.01327424275
246747.6550664797,498536.4024578371
265093.87615837203,475319.4238492124
265815.0729730712,441307.4990397558
233671.33061266178,564517.4504731455
287362.20292843494,399493.698050619
238514.48270103923,487192.97751318396
283932.779472117,361622.5339431072
242459.37377148424,428487.3069757955
248522.7506597095,429617.82679274963
255316.1473488249,481202.49581966293
249106.29945152774,510173.05828312004
267402.47070547694,413113.117032432
238820.6673233782,473477.3707382863
251921.35187434818,478326.22042307165
244734.18678214212,540158.8522940343
275219.2366713148,451012.57561092393
243917.99799019468,517390.64677323896
268670.09561754717,433567.8860258158
243166.894584859,477092.95813461003
262848.9287679135,468363.3955724504
254232.49569162942,560571.5155266224
287812.9965738128,461485.8326450703
245119.0301802071,549037.7439908796
282098.25478851405,450033.5140370113
263408.34366065037,443310.19040386955
248646.84647234445,523896.62174394354
273375.09589921264,398667.0769447807
239428.66045339833,427709.142577695
249427.33212878444,494361.74273642903
263308.0292290376,461832.0916025685
236466.21253199928,526761.5989028112
274533.1563563838,425931.38946551783
245208.45653658616,538699.3864265148
289664.05530555925,419911.3844733952
234360.3870713057,490598.6262363333
277846.31446353305,385382.9805317486
234714.96959489418,523370.6034400054
284091.24922709935,409053.83943070297
244901.44282885332,461775.5973659892
248997.41919664058,453982.07024745643
251802.61048602988,509960.6581164048
270802.28522721713,456896.0596567765
242304.19991697156,472970.4665065051
247522.70408238814,514081.37447198416
280505.29368388886,467892.2831275924
249634.49220602724,499395.64409595606
275802.6771313445,415438.6383365831
252493.43023748574,479615.14021070115
254698.0188277338,522627.891495405
283010.1931483554,434424.6153140647
239698.17003376078,519768.8109300423
288173.6101692365,401209.67863751506
259031.15672579114,492031.0634346197
257884.81591777928,526072.0053609334
284361.38503873954,412423.2454853187
235849.88487614144,501269.13273109024
279392.8735723561,426137.6651914842
235755.33847867945,516293.6113959684
257184.87578441104,465470.1624135681
233096.87312041756,498304.8671696899
265594.01383897266,337234.274558867
234346.61025352488,479713.0554186872
278337.6498625554,392700.45982354746
239794.47150072578,428795.29385047144
244774.42477918524,449963.3386585999
234345.03208186576,505454.87476203503
265349.9202542892,385149.44440463616
233250.84114164044,442333.81863658957
251755.08216279992,438089.13611929177
235777.1761751525,541046.8920956587
279266.91743580566,396307.57174731256
234972.62086916377,452777.0763221941
239317.5348818519,454562.0828284331
239287.88396796086,488893.7341896915
251133.26079870094,413846.22708794475
235833.12137506143,451465.37161332375
250551.92356877634,482042.5038840927
249842.2252215063,516300.30260938
266702.7283104362,468749.50378779543
240954.96200358402,504947.5439404105
253591.17864498624,443528.9665439662
229797.38352155726,487367.8207209425
262979.1935338234,413989.04739916837
248044.98496341877,481434.10045610304
258432.0731504644,489477.87819333555
246114.05077945304,541582.7629792708
279225.37884858117,422046.90301106294
241260.3949440164,519661.5366034373
272058.0436075188,452358.1438081309
244741.44642271334,516083.89933960885
279584.4873444966,417229.26258738106
243025.49555105742,494578.6366718806
260417.6239169675,432967.5083790318
248694.24189413388,459735.71945229464
241218.7005839991,496763.39069041715
264031.66796199116,417737.1643187102
245477.97421799405,455599.84868300793
243688.5711036833,501229.200279853
266847.7087807236,421806.0815387565
241094.6326505027,489257.24807336956
291688.6576817895,369940.12286060146
245200.31540704804,495665.42450441606
277232.1574691525,392017.14497129427
236827.4879427985,469387.219543321
253111.57223820224,478550.3703427257
232047.78968642914,574246.1680086225
269535.797575891,440951.1467751995
248155.42605162482,427841.52360341
249609.2877426161,452187.6600495925
250703.2267721574,476328.4625247403
257035.30005198877,494014.7519936552
252831.7546296048,568327.2679854556
284497.4793763255,430640.4415964263
251572.81911244587,454489.86224919773
245269.3276269245,488581.56235297973
247535.59530194837,479486.84953739104
253651.91759540132,508487.29201111017
264104.3467006368,478353.95884703955
241208.7120615347,502062.1648601986
257534.29646709847,450011.2971506474
245841.48015137954,502893.8129337632
265869.00790703634,426127.37795747817
237008.42134863214,460185.1054436206
243555.6313553707,507342.63633463165
258412.03169447064,462934.2481993203
232126.83837834495,515112.9641804176
275114.15317112923,379357.8208404356
237507.9584048825,483175.310709159
270529.92622185894,390941.4581870296
244024.7720133187,448746.88414905226
256550.9053502959,439356.786350201
247907.73455211037,540377.8531076584
293109.7117805631,405620.92870080913
239009.1019263098,488613.2571531432
273382.14663267124,444712.90173702524
240477.36348663163,518249.41818042984
269208.42427488434,377814.4995153846
233578.44706068607,462547.0484630044
257831.7469392804,448084.69849513035
240655.86785818674,500860.51101738855
262980.7963358322,409306.33842925215
246280.44755664413,506388.7393223489
287720.2913086957,428607.40557540575
254168.19432725455,486552.82691170153
250662.68751877433,518227.8143408392
277145.55726265674,407018.15055263386
235120.32055144725,501510.6290415922
276455.30035806674,394564.18620145787
237874.63096472833,489454.3111399035
285130.0633161931,352904.2471361264
234503.70486891753,476914.78567848157
272785.4834632872,353130.43806524127
227489.87046006788,454995.07981381274
251243.7697822884,408355.40637366154
235376.95029847178,431050.1296253884
229089.60878283312,462818.8299466793
270325.53617702133,366187.9965167587
234552.3933310325,484471.20073978486
255096.61371530287,401339.3473379675
237991.98876807856,442531.89132343663
238596.40742364558,435932.2418416399
228487.50237017896,485918.79156134103
261668.0748248665,429613.222864621
240245.18139626083,478695.7008873984
252040.17448896196,460035.38949032966
236052.84689173472,515328.9013621703
266982.393048966,486016.407921502
232461.4882674723,550263.5460470865
268745.5483291172,408534.1260172305
243341.55001188946,446952.744240323
256117.41019596055,374163.7168204583
227884.99309072047,493836.2624918446
