Traction,Swing
352533.96355786145,726127.9884503805
378610.7561556925,604905.8396360255
343573.32245944324,717857.9542359104
380724.5889071777,601677.8688653834
341021.3443412504,644916.7979451111
347373.4545153915,732033.8496629711
385536.62288773427,585895.6623837996
344440.95150875323,676552.8087118594
359248.1928655412,727101.2106861295
369516.7786074691,627347.7363925697
335292.21904067637,709968.6749990155
390435.36320711195,565403.2335537695
335104.2486453254,668566.7356115031
356789.0868325116,708026.5797948652
346561.40968595346,783927.1399888152
377829.84761432844,667515.2802808483
348297.58519199793,584284.6592390224
338953.2909144807,656617.9516938374
350736.8631744266,730387.7604652893
371266.4182956692,607863.4478013334
336316.7810633817,673581.3427122061
361163.5480133775,612765.6071806459
328858.2493374654,648494.2920491544
337973.81051810633,665166.0352132932
334782.1271581691,719196.7856143294
366939.5735022611,634064.1489787298
332569.5151608984,704070.1557647554
373160.7857605377,598192.7527994317
332145.9130159273,708904.894913513
368882.34971714637,602808.0412975923
326730.6027448621,632046.7535498118
336954.92390481307,709529.2597934301
360147.4808623419,611829.5647312356
324349.34722365654,670864.6003212451
363545.92815630947,564997.3213765969
318339.84875445056,659009.9693813322
362293.4989907255,550761.6686240738
322056.65532647265,609069.3061876612
332068.72994863754,645332.4960835862
329791.8854906407,686921.0291280898
354070.52037896373,605855.8845558913
319219.6466863788,682666.1346504597
360306.3971767026,554516.4615842843
323396.0686645544,625851.7302599738
336874.5195375918,705343.9295777716
357798.94999960205,601971.6413554258
322134.4374154086,680264.7896167616
357791.4813074748,570298.9594777884
324265.1978300076,621690.2412099829
332227.64766632544,708886.714932168
343305.84163582785,606664.4847617825
316197.4704947963,629962.0232175657
319493.0373846899,702532.5579310165
345329.19636199763,593085.2018510223
307210.7809502039,658562.8610266545
340703.5342373662,567267.7163691187
313625.69792670733,619620.5962769839
328305.8467793174,667804.01567002
346180.3194426499,555104.2558308513
322256.17551157373,641243.479647662
329127.5965252977,710669.6087623311
348701.1924485637,546527.3928078895
314881.5284592394,640228.6275938917
349684.5782205147,592319.8536922578
314703.17987987073,630256.7261910636
352600.27281946613,534084.874238459
311433.69274686876,599049.8587954432
318801.2004896789,618058.8416290779
317793.51097866736,679275.8654172701
349309.4918750211,589263.7938577135
313447.26553379314,643556.152708962
350965.8372088082,533628.332539194
312091.3480669479,638055.4255606318
343856.0322823037,577979.0798113821
307898.9626263694,625573.9308231421
334596.7376623911,528935.0858220907
300321.4974880192,583399.1948262403
313926.34768862865,616611.8195926256
318470.7879031901,645987.6587864186
340554.054107649,555145.5378230755
310468.0837124236,630491.9839796355
353413.62822395226,545347.0959033488
309218.4038121419,622270.7488196986
356056.8480961859,483117.48929511104
307668.6127462336,587406.1487640024
324017.3564478274,616070.3779625157
319990.03694065026,660231.0528089543
345501.843442792,554802.1992600474
308391.7720764658,648264.1615677942
350123.7877991127,572291.2369541264
300640.7580463447,642447.6701503563
348353.1313807535,526846.0464215555
310193.635386116,605711.9359207369
326542.0760075847,613740.3964240676
308824.2646704045,696997.2736992538
339900.0531388592,570893.0194210934
313988.7777206731,530036.809191153
304304.8484894132,600348.8994354862
307587.78155608353,620119.7667393053
329345.25384277664,514382.69795154163
307258.52613003185,618120.7688928632
350245.3370860437,495260.502051289
296487.2141635155,572011.2907845972
323950.2399521692,583715.4222397779
306905.47911812604,711092.6142420607
355168.28137153515,522639.81179625343
306438.5297466507,534843.7130594747
317428.47090387833,588969.2382794402
310347.95285828406,631419.9279293498
333028.2406698334,512761.04719410883
301566.3566924344,594327.2857982165
315400.98997405375,649472.8249540905
323742.1586588925,558718.2950609366
301632.34618123283,579474.8998873892
320729.2232659158,659095.0817457348
336818.0417384354,577523.8402734508
299688.53547398356,651045.1867651747
352046.22397498915,515435.1714868644
306525.79614236736,619701.4412238125
337894.54851396906,514849.0373815783
301138.3582663187,607856.9978417227
346137.12099888735,502395.83405609446
301959.3642047215,565249.629500919
308609.8809366977,606564.2952013506
309707.7562228343,635002.897064451
318870.0790403743,563152.6761059158
300646.0847715267,604725.7635434372
331431.8228070606,496199.9072165661
295728.2934740337,575762.1715500104
319011.6572679706,605736.0323184107
299543.3015493456,680952.252211205
337011.6838341277,553681.5896566388
300974.0524981174,544130.5951518372
297830.37636926374,581126.4310802536
293364.8370087603,633506.3255225285
323231.6407631624,514900.76183462073
290514.4288058089,575409.4520226163
300539.8406368994,624221.8187662826
316967.14817931823,538200.4692633621
287858.2361296361,620253.0156533752
336881.1474708433,505475.96569692413
295046.5836039528,598325.7140399655
333633.37295550946,494994.8623078772
284678.33957004343,585648.8120463166
336810.2254203373,460388.7188419526
291432.05269569246,564779.0392696409
311328.1013107714,531356.5702776931
294704.31942013075,614864.9290544128
324184.24889217626,518835.4595766299
290235.69871231593,585802.4210973658
326893.7965552525,505495.65145410853
300212.2412923021,563355.3974403002
307950.0355888871,589683.8626375231
296198.2636814528,609878.2747727386
316686.88140309975,530355.0846362371
289652.7332193826,616132.6318752974
338369.51078003255,479493.7173191901
284459.1067483543,598361.9848794807
337394.3207411665,450035.9174976286
280047.86227199534,577298.0977755946
324481.0432502792,442267.6508605795
282485.67072022444,497578.7794275454
299279.8401469039,557236.1032267497
291853.3896427729,622671.3879382055
318854.4466775526,475227.2828201993
282271.44976783264,560001.5474454443
288580.66055286507,611272.5117837446
313971.21038620675,493394.1726414654
287414.17297143815,586748.2955232478
311773.630633293,521785.6346082799
282928.0016450268,550287.5415310854
295039.74445173424,600177.5833024356
315292.032761144,497715.9045908739
291077.76974613045,581841.4703662305
302794.37897717144,628040.321014567
320037.832998135,511526.644270184
291749.5099524021,567682.4096706634
298190.13890926854,631743.954410841
322800.0056005473,512136.24610970553
287526.4292333104,588996.8608176348
318665.77365814865,511945.2872905155
281596.9995262554,587755.027510898
312263.1265320665,495678.36066592176
286351.0153477055,542136.6756825206
291884.846643559,604969.783165929
301341.0751796526,531216.4977793016
283825.1233962129,539369.8787932597
294287.33184199204,575642.5454844557
292024.86845307396,668568.1939019283
321461.75411140954,559873.1476233389
288648.2023365022,508950.50515477144
287407.6479017041,548397.5282535045
288275.5703546214,619282.7319350498
315249.7453492818,505090.04586487584
286198.5092990136,573904.980677528
315126.63642623794,512510.07179663016
289829.21383756085,556755.6432948473
289730.5237331553,591712.3348286593
310683.07142894546,490384.83328847896
280822.28342846927,567127.3021758172
316636.01375677006,467065.96024348744
278075.38780105265,545138.8700746499
295949.7535517474,564964.1030883593
291238.5341405102,653921.9754490497
317685.9356329763,551250.3513356011
291302.05237335333,509000.00499194575
290487.826479316,529168.1923799856
293302.80450524157,604032.9832349191
320692.4901547601,492869.0424861894
277064.0004447594,555838.227924353
305241.76859005215,470283.83495285385
276856.2348739921,530874.8512348419
285520.31312122743,558454.7872009884
282357.3970149448,586541.5025657978
303939.9517856024,536891.7808194908
273327.8014350197,615492.4975411963
324090.8209938637,446577.6390893789
277329.731305402,511865.7190584662
289363.42145380157,480952.1556431086
273118.0750274136,547643.1747971466
311381.55853796366,443179.70540257526
271282.8886961985,536510.1928707344
289281.3362049832,526629.8645385752
277393.4040147171,578709.2661974343
318287.2762219403,520952.6823908232
275156.2203357743,636705.6573445172
321974.20476640994,454489.12542217184
277713.15886023187,493202.7175912281
281887.2899856631,548497.5656988842
278375.8790750277,549684.7702451235
275668.98060596164,564954.0736131057
295445.2562003386,483527.2742594862
271231.91078172944,537348.8576969446
292642.0533037256,545486.3936361057
286326.882490556,617052.2615938433
313474.75508770236,545211.6781537859
275093.2035656814,606387.9268272093
311519.0178436978,493134.89478024846
272651.0127291525,594159.9158773718
305417.2906706141,504754.93321855296
273822.9742760231,537733.3658172027
282235.71555216424,581417.8446540866
302047.64913028205,501423.51450535416
281582.20145389606,599140.8565073059
315857.6191586241,506517.6570427418
270930.5228929772,537093.9472653432
282537.1659338718,570185.2834723082
290463.4390809151,547775.5434948844
271421.65909835673,562140.4421813014
304371.079255639,486998.38610352273
274419.23419363773,586277.9035429279
316651.0646206374,456430.9064391033
269102.62600182416,543736.0580295525
302071.5784361332,475535.0404355009
265909.03221651155,525322.7557096893
286073.5480819752,497814.8645545754
266594.52616733476,582898.1623568076
309367.4659988111,451840.1697653852
271477.6993143361,544936.3450896989
307109.23916924896,469327.9820923888
271025.7633856231,530288.2557238698
284282.1872399524,541804.1632251748
269625.68745270645,597895.5934180168
311540.70625047246,484040.28962895833
284829.23063877877,526618.4621798664
295893.01195601636,615323.8954083304
310943.52862895373,554513.297178685
276675.353696335,568682.2681906001
299483.3741019804,480515.8628139716
271540.11284649285,563688.8609408699
306300.5828769896,508409.21530042525
286997.8198821476,520990.19628835586
284124.26106192346,609419.8435503759
311649.82974754245,523040.5347898919
276218.4019852831,554716.0529974059
299113.9570515647,483280.87205108657
275656.3863680066,531894.4457941345
283500.33427172503,568378.3213178676
301484.19713117747,519636.8688388173
274418.82984989963,592064.4306592382
325860.9310747671,414364.58282639866
275915.9728944892,521048.74628555856
285838.28524732386,587617.7058374484
309269.37124796264,503111.40403107414
279141.7798446467,565653.2265257554
306162.3220616148,461356.76739186427
270979.1654872545,535086.5419087991
293830.0754303254,545364.4126775308
278972.68911225954,603581.5249482219
324804.33954362373,478411.33652111015
276750.10305693484,608692.7995936612
317008.6451365677,499792.04905134137
280001.86839895265,519811.5472680447
292914.46115553245,541218.9127996854
286284.9809376083,656521.3220621047
334120.8951812909,529133.5912249422
284684.2110865068,578830.5870668462
315419.275304122,418367.33003827813
281262.01922017185,463641.23393845255
272387.0528051676,550949.6466101118
309177.8799565778,426023.4266798363
282097.61761218624,495033.00213014666
276811.56235339673,555196.6543094476
309892.05535296863,433023.0653114721
262252.46938283136,542115.1163817066
301154.0951379347,401994.96966543817
268041.6076410976,485062.88841632433
285755.7144846771,509216.5974675835
275571.2336496544,556475.0741981874
304794.51628245506,449865.3845220942
269204.35647249565,533833.8591617836
289974.22657114395,561347.3786136227
272635.0949106718,635477.4711491994
312290.8902478664,468737.1190713329
273577.18031384563,506857.56069698837
283200.9426084171,491481.75882345054
272845.3942714254,549660.3888720919
303050.3501355463,468591.89046559396
267122.09101713804,547037.8969768967
302787.0317324105,479580.4569667507
270385.013098731,556293.0037653381
298694.27138751163,439844.41904928506
277110.07526700036,474728.37480413326
281302.04202044435,545161.7208519309
280900.78247261705,578355.5073104044
295775.29669105855,469066.53903189354
268399.294004309,559360.4499574328
303626.5516683256,481750.1655005575
277507.6771719396,492966.68325954187
277949.3176488289,574461.0926997166
303799.2842464702,468086.65096822643
270882.84522437095,532992.982592684
276842.9133346847,591257.2263121291
290250.8247927163,499124.87344601075
266554.856218711,537880.5486943632
299654.0213593168,470314.23830454604
267132.1568921904,548499.9980541131
305072.1868790089,445997.6503360517
272688.72118304035,538179.6383574613
273339.28446780995,537466.2689751176
271047.9696921241,534492.327196971
276778.43207040353,580770.6647054756
297263.96648842446,527765.9241107826
269676.06039088004,599902.1381303353
315490.51130920905,454975.59657737025
273230.882539473,562003.7161724468
305801.44634032313,512421.761679623
272954.2838899563,553466.5922617988
294379.77953383117,481626.6071040276
261210.82761526835,533420.6390436138
289711.2866060234,405756.92205572035
259973.20097889268,488616.8908577069
271248.67831110884,488259.82055515837
270050.4200377391,558461.7138147809
294704.95238820877,482491.52935719554
260738.11513960603,530304.6978497007
292975.0749163096,465874.6835574891
264981.00193950837,548268.8893350512
313188.97846381715,413851.29196981876
257517.96247941547,515441.4267554245
285859.9181272745,455754.41494090384
263688.1557497124,516384.40648763947
273605.2714460324,475013.9266176587
260647.31899873508,531214.375059834
288532.70820382005,475814.13017931866
260313.76717163864,565848.5764450599
295970.06530183903,475096.18283385516
265855.0808691962,484907.9337386289
270154.3569511887,521737.5960553145
272077.8398934288,560200.4743357366
293065.26488243614,511629.1048030224
271616.63632565876,593723.7921311808
326604.0119711836,421610.4170305421
265241.9806962827,547299.1843126995
309193.7695548581,434458.2873452052
268147.75145975954,536810.1356031761
306895.37200979405,434863.03736204066
269267.1116800071,506334.2066754558
283681.63358446525,499349.8075533721
276262.3427024825,548402.7074132535
280317.17893611273,571573.1019236215
297704.9686789064,507011.7218985089
274306.4334505572,571571.5333324826
308666.9386182254,470761.88888039393
279476.36022396473,527370.58165092
285048.1336746228,595427.3645004389
309950.0529515334,529260.6532372177
275431.8173237692,569281.9059161018
302932.62670009275,468738.0423895335
274423.9501928269,539909.9372686011
295925.6050392005,526730.6490163157
271228.2670304875,603294.7261610631
305168.6738561343,508858.48522705835
274919.9556953967,581055.0935178419
301842.93926453526,490584.9229061479
269428.86660101847,539511.786774727
298164.3850186848,478439.8602147318
268817.02647498564,542436.9118034191
301506.7530455494,447371.8699389592
273245.17966322915,526310.6206028957
278990.27923974436,553239.0193537108
279724.8671587078,527125.7349848117
279180.8565517404,609429.1616589174
312513.86841338716,512929.4699061089
269342.15404661204,563373.1318757306
297816.64298986853,482813.91732705187
271131.46144287975,575045.8334199905
305810.7716725334,465947.6352101595
265335.89967714157,521784.2640212295
285377.21914079075,562744.7815077917
275418.439985522,637681.0947501254
318372.98322703893,500711.4685043763
279191.2208919715,534993.4765904482
289941.1197456642,530770.8839977194
268075.0876228025,601273.0671057944
300401.7235194338,468752.513171352
272716.93764159,506836.72394129855
272398.35032858886,538399.5144968148
269300.1569719299,525100.4491643856
264104.756605236,577557.864860427
303293.38275455596,504560.3473220262
265618.55533815693,621535.4946535742
313683.727695745,462702.8851221667
274009.7042830698,511413.58739319775
285663.60877250467,495981.8679107536
265624.05343510344,551464.3921886265
307979.6853135982,419650.7737474152
271852.526657455,504522.1771176699
292851.9677081442,495370.6033900355
268226.7281492826,587484.5959037556
305618.90102333715,489483.7232533106
266887.24951402866,530773.2025243527
273974.95674307755,531127.104389063
272460.9480064883,605762.1307125934
293185.6967455295,560068.9727131674
270749.1008057599,548420.4095946639
296921.2110217463,507992.94204609125
266334.28051767056,634273.6353827962
327957.81646235375,424202.84994806215
263299.8728931902,540688.9653307567
313185.6798352165,381989.6075051885
265568.8509220742,478832.30809180695
282381.4330962431,483770.5325693573
267385.1695944661,542669.1320356661
302343.03241821664,429489.8467861107
270386.0768414167,518996.67037182074
275110.6527706736,557639.7199113584
293417.12591199955,461320.82842917176
269714.8512958631,511628.5188859107
280253.7994686983,534643.7725120569
269916.8208099531,580691.5665685826
302705.22072917654,461170.756802165
267727.03750470176,557991.5888979847
309396.77115022304,469570.50130178104
264785.8429108766,568372.9158516056
292263.37199817924,463681.757917522
258729.35270916586,535038.7169487643
296926.462101848,447723.794655325
257151.30982225426,524336.9757056605
298419.0822628838,417592.35276924726
261485.63503212255,499812.4905710946
272533.5046680038,487466.903257476
266812.83131023136,564642.8936302251
308808.8842679071,435426.6205467159
265291.99853044143,514858.3491238103
283477.00815501664,519926.9499200598
266945.4654996926,611635.1043538308
304231.075188085,466231.8757606388
278334.1080334981,454536.8651504195
276705.6207245667,507332.24578021426
281095.69963890576,532355.1801083128
270937.97800066764,569814.8029462639
288637.08472511376,492334.1921502823
265380.71206102154,542503.319638138
293507.7431728173,499638.89555010456
257074.4034308989,567394.5509863837
280813.5212692048,478404.2513387771
257223.61081295184,516258.8112744612
291298.98622672906,423889.1624788043
257906.82456593617,513847.16171421384
276306.5385953217,488749.5656634702
270182.0893122671,566116.7746888214
304198.11489619117,495355.21262978035
273070.4514922898,533172.559103743
268110.7804300443,581936.2350058472
289161.3012390228,499633.6347901816
259329.49217257035,560528.1666699537
294099.28903199267,467779.3003306098
255523.1096822421,549369.9868058322
296283.4858030485,418689.7570465326
261275.89950545976,507243.9294749336
267260.00814000214,546212.3647379263
288796.2252518483,433641.89302193874
259081.65632592092,518660.7212942839
293813.3962749653,466838.01267729094
256520.00783834164,559924.3087461976
284278.28854573134,457290.9074554038
259476.7692145472,480093.36089073366
261088.61589782644,507809.86819324153
266936.64920473046,512058.1421462214
261352.1461196108,567444.4193463085
293787.4644594633,443530.0236526143
263118.2206352617,547138.763377971
302667.2243779488,479683.1352427253
254954.14364659044,543193.2465293123
293711.9550413329,449908.6205104659
265912.0038745089,512430.69544399803
263061.35214974167,545616.1072024717
283741.8902592883,451876.9362038902
266193.2551990038,495932.1482591572
279348.7435851003,537860.7238525297
284280.4308841709,567589.3746366886
277553.72450401535,643050.5705838912
307105.82772823435,512756.8823994872
273522.5480462446,502840.7248858897
269319.21089448023,562950.9648236642
291108.7084640078,490894.68055481307
254499.7835570527,542378.0924494979
288283.2102781197,424911.6608980715
260717.27259872924,478797.90129494725
278606.3081520327,552668.8587711611
274676.75434214325,606483.365466822
296083.70382518764,497558.93949666887
265789.678925859,554946.2706550772
294503.7459137708,483103.189960765
268496.4513840319,553826.152790787
311595.95585519157,397965.79304091824
264496.6440373989,541179.1001152686
312042.4566206111,441190.61070495064
265488.8556618797,545391.1904589377
293492.00231774565,471335.22208130936
264883.49939572834,461579.52175522334
275553.701263097,500952.6749526987
264331.57175894524,576575.3617239227
302819.80333768396,431916.19919374
255821.12404178307,529102.6681572312
280050.04118312127,471046.80877341906
258080.36901798507,508232.4588779177
272013.81343722926,492649.8033445475
260780.30895946658,549610.4778938112
301087.2704944539,493786.0814031699
267084.916926201,570210.337192365
302439.4570089344,419008.348947816
258528.0658782811,517304.6115787791
294807.7815972237,425166.7893658265
253158.64765011403,529343.5677669286
286533.0359193001,447487.9197043297
261223.66207934803,515357.3523045065
278076.9038917972,489363.0383562566
266222.72328606783,536523.2473690975
301114.8669574648,449640.53025399294
262510.12711553334,527362.0065690874
293398.39044842956,428592.4925170101
260495.3208007918,515674.86439725105
269278.075016877,545968.7188431171
278712.30238481174,461287.8738311122
258012.0616171452,504262.1801877743
266867.08386031096,490787.2783886326
271716.07885310304,580182.4323926138
306854.7307843444,486936.7582228518
262460.38872576103,546159.7447538675
301849.4941189378,467206.7886901901
263777.9026478759,544133.8084783042
285831.19817228516,453839.9678651474
261710.52727586628,504179.0871302713
274296.2754000884,556083.9377793408
295528.0832285651,472960.38187941414
268254.99785778933,563101.2952999086
288881.9924019422,507564.6903862335
